Participant Legal Business Name,ACO Legal or Name/Doing Business As,ACO Address,ACO Service Area,ACO Website Address,ACO Executive Name,ACO Executive Email,ACO Executive Phone,ACO Public Contact Name,ACO Public Contact Email,ACO Public Contact Phone
Providence Health & Services - Washington,"Health Connect Partners, LLC","747 Broadway, Seattle, Washington 98122",Washington,,Joseph Gifford,Joseph.Gifford@providence.org,(206) 628-2569,Melissa Tizon,Melissa.Tizon@swedish.org,(206) 628-2538
Providence Health Services Wa,"Health Connect Partners, LLC","747 Broadway, Seattle, Washington 98122",Washington,,Joseph Gifford,Joseph.Gifford@providence.org,(206) 628-2569,Melissa Tizon,Melissa.Tizon@swedish.org,(206) 628-2538
Swedish Health Services,"Health Connect Partners, LLC","747 Broadway, Seattle, Washington 98122",Washington,,Joseph Gifford,Joseph.Gifford@providence.org,(206) 628-2569,Melissa Tizon,Melissa.Tizon@swedish.org,(206) 628-2538
Swedish Health Services,"Health Connect Partners, LLC","747 Broadway, Seattle, Washington 98122",Washington,,Joseph Gifford,Joseph.Gifford@providence.org,(206) 628-2569,Melissa Tizon,Melissa.Tizon@swedish.org,(206) 628-2538
Providence Health & Services - Washington,"Health Connect Partners, LLC","747 Broadway, Seattle, Washington 98122",Washington,,Joseph Gifford,Joseph.Gifford@providence.org,(206) 628-2569,Melissa Tizon,Melissa.Tizon@swedish.org,(206) 628-2538
Providence Health & Services - Washington,"Health Connect Partners, LLC","747 Broadway, Seattle, Washington 98122",Washington,,Joseph Gifford,Joseph.Gifford@providence.org,(206) 628-2569,Melissa Tizon,Melissa.Tizon@swedish.org,(206) 628-2538
Providence Health & Services - Washington,"Health Connect Partners, LLC","747 Broadway, Seattle, Washington 98122",Washington,,Joseph Gifford,Joseph.Gifford@providence.org,(206) 628-2569,Melissa Tizon,Melissa.Tizon@swedish.org,(206) 628-2538
Providence Health & Services - Washington,"Health Connect Partners, LLC","747 Broadway, Seattle, Washington 98122",Washington,,Joseph Gifford,Joseph.Gifford@providence.org,(206) 628-2569,Melissa Tizon,Melissa.Tizon@swedish.org,(206) 628-2538
Providence Health & Services - Washington,"Health Connect Partners, LLC","747 Broadway, Seattle, Washington 98122",Washington,,Joseph Gifford,Joseph.Gifford@providence.org,(206) 628-2569,Melissa Tizon,Melissa.Tizon@swedish.org,(206) 628-2538
Providence Health & Services - Washington,"Health Connect Partners, LLC","747 Broadway, Seattle, Washington 98122",Washington,,Joseph Gifford,Joseph.Gifford@providence.org,(206) 628-2569,Melissa Tizon,Melissa.Tizon@swedish.org,(206) 628-2538
Providence Health & Services - Washington,"Health Connect Partners, LLC","747 Broadway, Seattle, Washington 98122",Washington,,Joseph Gifford,Joseph.Gifford@providence.org,(206) 628-2569,Melissa Tizon,Melissa.Tizon@swedish.org,(206) 628-2538
Providence Health & Services - Washington,"Health Connect Partners, LLC","747 Broadway, Seattle, Washington 98122",Washington,,Joseph Gifford,Joseph.Gifford@providence.org,(206) 628-2569,Melissa Tizon,Melissa.Tizon@swedish.org,(206) 628-2538
Providence Health & Services - Washington,"Health Connect Partners, LLC","747 Broadway, Seattle, Washington 98122",Washington,,Joseph Gifford,Joseph.Gifford@providence.org,(206) 628-2569,Melissa Tizon,Melissa.Tizon@swedish.org,(206) 628-2538
Providence Health & Services - Washington,"Health Connect Partners, LLC","747 Broadway, Seattle, Washington 98122",Washington,,Joseph Gifford,Joseph.Gifford@providence.org,(206) 628-2569,Melissa Tizon,Melissa.Tizon@swedish.org,(206) 628-2538
Washington Cancer Centers,"Health Connect Partners, LLC","747 Broadway, Seattle, Washington 98122",Washington,,Joseph Gifford,Joseph.Gifford@providence.org,(206) 628-2569,Melissa Tizon,Melissa.Tizon@swedish.org,(206) 628-2538
Swedish Health Services,"Health Connect Partners, LLC","747 Broadway, Seattle, Washington 98122",Washington,,Joseph Gifford,Joseph.Gifford@providence.org,(206) 628-2569,Melissa Tizon,Melissa.Tizon@swedish.org,(206) 628-2538
Swedish Health Services,"Health Connect Partners, LLC","747 Broadway, Seattle, Washington 98122",Washington,,Joseph Gifford,Joseph.Gifford@providence.org,(206) 628-2569,Melissa Tizon,Melissa.Tizon@swedish.org,(206) 628-2538
Swedish Health Services,"Health Connect Partners, LLC","747 Broadway, Seattle, Washington 98122",Washington,,Joseph Gifford,Joseph.Gifford@providence.org,(206) 628-2569,Melissa Tizon,Melissa.Tizon@swedish.org,(206) 628-2538
Swedish Health Services,"Health Connect Partners, LLC","747 Broadway, Seattle, Washington 98122",Washington,,Joseph Gifford,Joseph.Gifford@providence.org,(206) 628-2569,Melissa Tizon,Melissa.Tizon@swedish.org,(206) 628-2538
Jorge Hernandez MD PA,"Health Point ACO, LLC","6948 Professional Parkway, Sarasota, Florida 34240",Florida,,Neil Bedi,nbedi@mymaxdoc.com,(941) 284-7264,Bruce Romanello,bruce@romanelloconsulting.com,(352) 348-8066
Wagush El Masry MD PA,"Health Point ACO, LLC","6948 Professional Parkway, Sarasota, Florida 34240",Florida,,Neil Bedi,nbedi@mymaxdoc.com,(941) 284-7264,Bruce Romanello,bruce@romanelloconsulting.com,(352) 348-8066
"Florida Medical Specialists, LLC.","Health Point ACO, LLC","6948 Professional Parkway, Sarasota, Florida 34240",Florida,,Neil Bedi,nbedi@mymaxdoc.com,(941) 284-7264,Bruce Romanello,bruce@romanelloconsulting.com,(352) 348-8066
Bradenton East Integrative Medicine Pa,"Health Point ACO, LLC","6948 Professional Parkway, Sarasota, Florida 34240",Florida,,Neil Bedi,nbedi@mymaxdoc.com,(941) 284-7264,Bruce Romanello,bruce@romanelloconsulting.com,(352) 348-8066
Oaks Family Practice Pa,"Health Point ACO, LLC","6948 Professional Parkway, Sarasota, Florida 34240",Florida,,Neil Bedi,nbedi@mymaxdoc.com,(941) 284-7264,Bruce Romanello,bruce@romanelloconsulting.com,(352) 348-8066
Harvey S Mishner Pl,"Health Point ACO, LLC","6948 Professional Parkway, Sarasota, Florida 34240",Florida,,Neil Bedi,nbedi@mymaxdoc.com,(941) 284-7264,Bruce Romanello,bruce@romanelloconsulting.com,(352) 348-8066
"Gulf Coast Medical Specialists, PLLC","Health Point ACO, LLC","6948 Professional Parkway, Sarasota, Florida 34240",Florida,,Neil Bedi,nbedi@mymaxdoc.com,(941) 284-7264,Bruce Romanello,bruce@romanelloconsulting.com,(352) 348-8066
"JAMES L. BRUNO, M.D., P.C.","Healthcare Provider ACO, Inc.","501 Franklin Ave., Suite 300, Garden City, New York 11530",New York,www.hcpacony.com,Mike Barrett,mbarrett@hcpipa.com,(516) 394-5626,Mike Barrett,mbarrett@hcpipa.com,(516) 394-5626
Purpura Md Lazzara Do & Sgarlato Md Pc,"Healthcare Provider ACO, Inc.","501 Franklin Ave., Suite 300, Garden City, New York 11530",New York,www.hcpacony.com,Mike Barrett,mbarrett@hcpipa.com,(516) 394-5626,Mike Barrett,mbarrett@hcpipa.com,(516) 394-5626
N.Y. MEDICAL AND HEALTH P.C.,"Healthcare Provider ACO, Inc.","501 Franklin Ave., Suite 300, Garden City, New York 11530",New York,www.hcpacony.com,Mike Barrett,mbarrett@hcpipa.com,(516) 394-5626,Mike Barrett,mbarrett@hcpipa.com,(516) 394-5626
"SOUTH ISLAND MEDICAL CARE, PC","Healthcare Provider ACO, Inc.","501 Franklin Ave., Suite 300, Garden City, New York 11530",New York,www.hcpacony.com,Mike Barrett,mbarrett@hcpipa.com,(516) 394-5626,Mike Barrett,mbarrett@hcpipa.com,(516) 394-5626
GRAND MEDICAL SERVICES P.C.,"Healthcare Provider ACO, Inc.","501 Franklin Ave., Suite 300, Garden City, New York 11530",New York,www.hcpacony.com,Mike Barrett,mbarrett@hcpipa.com,(516) 394-5626,Mike Barrett,mbarrett@hcpipa.com,(516) 394-5626
"NORTH SUFFOLK MEDICAL CARE, PC","Healthcare Provider ACO, Inc.","501 Franklin Ave., Suite 300, Garden City, New York 11530",New York,www.hcpacony.com,Mike Barrett,mbarrett@hcpipa.com,(516) 394-5626,Mike Barrett,mbarrett@hcpipa.com,(516) 394-5626
ADVANCED MEDICAL HEALTH SERVICES,"Healthcare Provider ACO, Inc.","501 Franklin Ave., Suite 300, Garden City, New York 11530",New York,www.hcpacony.com,Mike Barrett,mbarrett@hcpipa.com,(516) 394-5626,Mike Barrett,mbarrett@hcpipa.com,(516) 394-5626
"Dmitry Donsky Physician, Pc","Healthcare Provider ACO, Inc.","501 Franklin Ave., Suite 300, Garden City, New York 11530",New York,www.hcpacony.com,Mike Barrett,mbarrett@hcpipa.com,(516) 394-5626,Mike Barrett,mbarrett@hcpipa.com,(516) 394-5626
Echenique Medical Office Pc,"Healthcare Provider ACO, Inc.","501 Franklin Ave., Suite 300, Garden City, New York 11530",New York,www.hcpacony.com,Mike Barrett,mbarrett@hcpipa.com,(516) 394-5626,Mike Barrett,mbarrett@hcpipa.com,(516) 394-5626
Meyerovich Madical & Diagnostic Pc,"Healthcare Provider ACO, Inc.","501 Franklin Ave., Suite 300, Garden City, New York 11530",New York,www.hcpacony.com,Mike Barrett,mbarrett@hcpipa.com,(516) 394-5626,Mike Barrett,mbarrett@hcpipa.com,(516) 394-5626
Lawrence M. Jacobson M.D. FACS/PLLC,"Healthcare Provider ACO, Inc.","501 Franklin Ave., Suite 300, Garden City, New York 11530",New York,www.hcpacony.com,Mike Barrett,mbarrett@hcpipa.com,(516) 394-5626,Mike Barrett,mbarrett@hcpipa.com,(516) 394-5626
VICTOR TENENBAUM MD,"Healthcare Provider ACO, Inc.","501 Franklin Ave., Suite 300, Garden City, New York 11530",New York,www.hcpacony.com,Mike Barrett,mbarrett@hcpipa.com,(516) 394-5626,Mike Barrett,mbarrett@hcpipa.com,(516) 394-5626
"JODY TUTINO, M.D.","Healthcare Provider ACO, Inc.","501 Franklin Ave., Suite 300, Garden City, New York 11530",New York,www.hcpacony.com,Mike Barrett,mbarrett@hcpipa.com,(516) 394-5626,Mike Barrett,mbarrett@hcpipa.com,(516) 394-5626
"Harold Fritz Kerolle, Md, Pc","Healthcare Provider ACO, Inc.","501 Franklin Ave., Suite 300, Garden City, New York 11530",New York,www.hcpacony.com,Mike Barrett,mbarrett@hcpipa.com,(516) 394-5626,Mike Barrett,mbarrett@hcpipa.com,(516) 394-5626
"ZAKI NAKACH,MD, PC","Healthcare Provider ACO, Inc.","501 Franklin Ave., Suite 300, Garden City, New York 11530",New York,www.hcpacony.com,Mike Barrett,mbarrett@hcpipa.com,(516) 394-5626,Mike Barrett,mbarrett@hcpipa.com,(516) 394-5626
"RK MEDICAL CARE, P.C.","Healthcare Provider ACO, Inc.","501 Franklin Ave., Suite 300, Garden City, New York 11530",New York,www.hcpacony.com,Mike Barrett,mbarrett@hcpipa.com,(516) 394-5626,Mike Barrett,mbarrett@hcpipa.com,(516) 394-5626
"PARMESHWAR MAHABIR, M.D.","Healthcare Provider ACO, Inc.","501 Franklin Ave., Suite 300, Garden City, New York 11530",New York,www.hcpacony.com,Mike Barrett,mbarrett@hcpipa.com,(516) 394-5626,Mike Barrett,mbarrett@hcpipa.com,(516) 394-5626
"MATHIEU FRANCOIS, M.D., PC","Healthcare Provider ACO, Inc.","501 Franklin Ave., Suite 300, Garden City, New York 11530",New York,www.hcpacony.com,Mike Barrett,mbarrett@hcpipa.com,(516) 394-5626,Mike Barrett,mbarrett@hcpipa.com,(516) 394-5626
Ozone Park Medical Care,"Healthcare Provider ACO, Inc.","501 Franklin Ave., Suite 300, Garden City, New York 11530",New York,www.hcpacony.com,Mike Barrett,mbarrett@hcpipa.com,(516) 394-5626,Mike Barrett,mbarrett@hcpipa.com,(516) 394-5626
HAROLD T. JOSEPH,"Healthcare Provider ACO, Inc.","501 Franklin Ave., Suite 300, Garden City, New York 11530",New York,www.hcpacony.com,Mike Barrett,mbarrett@hcpipa.com,(516) 394-5626,Mike Barrett,mbarrett@hcpipa.com,(516) 394-5626
"NORMAN H. GREELEY, M.D.","Healthcare Provider ACO, Inc.","501 Franklin Ave., Suite 300, Garden City, New York 11530",New York,www.hcpacony.com,Mike Barrett,mbarrett@hcpipa.com,(516) 394-5626,Mike Barrett,mbarrett@hcpipa.com,(516) 394-5626
HAROLD L. EICHLER,"Healthcare Provider ACO, Inc.","501 Franklin Ave., Suite 300, Garden City, New York 11530",New York,www.hcpacony.com,Mike Barrett,mbarrett@hcpipa.com,(516) 394-5626,Mike Barrett,mbarrett@hcpipa.com,(516) 394-5626
"JOHN MCGALEY, M.D.","Healthcare Provider ACO, Inc.","501 Franklin Ave., Suite 300, Garden City, New York 11530",New York,www.hcpacony.com,Mike Barrett,mbarrett@hcpipa.com,(516) 394-5626,Mike Barrett,mbarrett@hcpipa.com,(516) 394-5626
"NICHOLAS JAMES, M.D.","Healthcare Provider ACO, Inc.","501 Franklin Ave., Suite 300, Garden City, New York 11530",New York,www.hcpacony.com,Mike Barrett,mbarrett@hcpipa.com,(516) 394-5626,Mike Barrett,mbarrett@hcpipa.com,(516) 394-5626
"AFTABAHMED SHAIKH, M.D., PC","Healthcare Provider ACO, Inc.","501 Franklin Ave., Suite 300, Garden City, New York 11530",New York,www.hcpacony.com,Mike Barrett,mbarrett@hcpipa.com,(516) 394-5626,Mike Barrett,mbarrett@hcpipa.com,(516) 394-5626
"DAVID HUANG, M.D.","Healthcare Provider ACO, Inc.","501 Franklin Ave., Suite 300, Garden City, New York 11530",New York,www.hcpacony.com,Mike Barrett,mbarrett@hcpipa.com,(516) 394-5626,Mike Barrett,mbarrett@hcpipa.com,(516) 394-5626
GREENBERG BRUCE W,"Healthcare Provider ACO, Inc.","501 Franklin Ave., Suite 300, Garden City, New York 11530",New York,www.hcpacony.com,Mike Barrett,mbarrett@hcpipa.com,(516) 394-5626,Mike Barrett,mbarrett@hcpipa.com,(516) 394-5626
DEREK CHUNG,"Healthcare Provider ACO, Inc.","501 Franklin Ave., Suite 300, Garden City, New York 11530",New York,www.hcpacony.com,Mike Barrett,mbarrett@hcpipa.com,(516) 394-5626,Mike Barrett,mbarrett@hcpipa.com,(516) 394-5626
GEORGE JHAGROO,"Healthcare Provider ACO, Inc.","501 Franklin Ave., Suite 300, Garden City, New York 11530",New York,www.hcpacony.com,Mike Barrett,mbarrett@hcpipa.com,(516) 394-5626,Mike Barrett,mbarrett@hcpipa.com,(516) 394-5626
"IRINA GRESSEL, M.D.","Healthcare Provider ACO, Inc.","501 Franklin Ave., Suite 300, Garden City, New York 11530",New York,www.hcpacony.com,Mike Barrett,mbarrett@hcpipa.com,(516) 394-5626,Mike Barrett,mbarrett@hcpipa.com,(516) 394-5626
"RAMMOHAN GUMPENI, M.D.","Healthcare Provider ACO, Inc.","501 Franklin Ave., Suite 300, Garden City, New York 11530",New York,www.hcpacony.com,Mike Barrett,mbarrett@hcpipa.com,(516) 394-5626,Mike Barrett,mbarrett@hcpipa.com,(516) 394-5626
"OCEAN PHYSICIANS, P.C.","Healthcare Provider ACO, Inc.","501 Franklin Ave., Suite 300, Garden City, New York 11530",New York,www.hcpacony.com,Mike Barrett,mbarrett@hcpipa.com,(516) 394-5626,Mike Barrett,mbarrett@hcpipa.com,(516) 394-5626
"NORTH SHORE MEDICAL GROUP, PC","Healthcare Provider ACO, Inc.","501 Franklin Ave., Suite 300, Garden City, New York 11530",New York,www.hcpacony.com,Mike Barrett,mbarrett@hcpipa.com,(516) 394-5626,Mike Barrett,mbarrett@hcpipa.com,(516) 394-5626
Heights Nephrology Medical Group PC,"Healthcare Provider ACO, Inc.","501 Franklin Ave., Suite 300, Garden City, New York 11530",New York,www.hcpacony.com,Mike Barrett,mbarrett@hcpipa.com,(516) 394-5626,Mike Barrett,mbarrett@hcpipa.com,(516) 394-5626
HO MAU LIU M D PEDRO KOURTESIS MD,"Healthcare Provider ACO, Inc.","501 Franklin Ave., Suite 300, Garden City, New York 11530",New York,www.hcpacony.com,Mike Barrett,mbarrett@hcpipa.com,(516) 394-5626,Mike Barrett,mbarrett@hcpipa.com,(516) 394-5626
Stanley Strick,"Healthcare Provider ACO, Inc.","501 Franklin Ave., Suite 300, Garden City, New York 11530",New York,www.hcpacony.com,Mike Barrett,mbarrett@hcpipa.com,(516) 394-5626,Mike Barrett,mbarrett@hcpipa.com,(516) 394-5626
Matthew J. Guy M.D. P.C.,"Healthcare Provider ACO, Inc.","501 Franklin Ave., Suite 300, Garden City, New York 11530",New York,www.hcpacony.com,Mike Barrett,mbarrett@hcpipa.com,(516) 394-5626,Mike Barrett,mbarrett@hcpipa.com,(516) 394-5626
Gino Consigliere,"Healthcare Provider ACO, Inc.","501 Franklin Ave., Suite 300, Garden City, New York 11530",New York,www.hcpacony.com,Mike Barrett,mbarrett@hcpipa.com,(516) 394-5626,Mike Barrett,mbarrett@hcpipa.com,(516) 394-5626
"MOHAMMED S. HOSSAIN, M.D.","Healthcare Provider ACO, Inc.","501 Franklin Ave., Suite 300, Garden City, New York 11530",New York,www.hcpacony.com,Mike Barrett,mbarrett@hcpipa.com,(516) 394-5626,Mike Barrett,mbarrett@hcpipa.com,(516) 394-5626
STATEN ISLAND PULMONARY ASSOCIATES PC,"Healthcare Provider ACO, Inc.","501 Franklin Ave., Suite 300, Garden City, New York 11530",New York,www.hcpacony.com,Mike Barrett,mbarrett@hcpipa.com,(516) 394-5626,Mike Barrett,mbarrett@hcpipa.com,(516) 394-5626
Francis J Anello P C,"Healthcare Provider ACO, Inc.","501 Franklin Ave., Suite 300, Garden City, New York 11530",New York,www.hcpacony.com,Mike Barrett,mbarrett@hcpipa.com,(516) 394-5626,Mike Barrett,mbarrett@hcpipa.com,(516) 394-5626
"ANTOINE CHARLES, M.D.","Healthcare Provider ACO, Inc.","501 Franklin Ave., Suite 300, Garden City, New York 11530",New York,www.hcpacony.com,Mike Barrett,mbarrett@hcpipa.com,(516) 394-5626,Mike Barrett,mbarrett@hcpipa.com,(516) 394-5626
"MADHUKAR WADHERA, M.D.","Healthcare Provider ACO, Inc.","501 Franklin Ave., Suite 300, Garden City, New York 11530",New York,www.hcpacony.com,Mike Barrett,mbarrett@hcpipa.com,(516) 394-5626,Mike Barrett,mbarrett@hcpipa.com,(516) 394-5626
"WILLIAM C. PADULA, M.D., PC","Healthcare Provider ACO, Inc.","501 Franklin Ave., Suite 300, Garden City, New York 11530",New York,www.hcpacony.com,Mike Barrett,mbarrett@hcpipa.com,(516) 394-5626,Mike Barrett,mbarrett@hcpipa.com,(516) 394-5626
"STANLEY W. TOKAR, M.D.","Healthcare Provider ACO, Inc.","501 Franklin Ave., Suite 300, Garden City, New York 11530",New York,www.hcpacony.com,Mike Barrett,mbarrett@hcpipa.com,(516) 394-5626,Mike Barrett,mbarrett@hcpipa.com,(516) 394-5626
"AZIZ CHAUDRY, M.D.","Healthcare Provider ACO, Inc.","501 Franklin Ave., Suite 300, Garden City, New York 11530",New York,www.hcpacony.com,Mike Barrett,mbarrett@hcpipa.com,(516) 394-5626,Mike Barrett,mbarrett@hcpipa.com,(516) 394-5626
"GREGORIO CALLEJA, M.D.","Healthcare Provider ACO, Inc.","501 Franklin Ave., Suite 300, Garden City, New York 11530",New York,www.hcpacony.com,Mike Barrett,mbarrett@hcpipa.com,(516) 394-5626,Mike Barrett,mbarrett@hcpipa.com,(516) 394-5626
"SHYAM PRABHAKAR, M.D.","Healthcare Provider ACO, Inc.","501 Franklin Ave., Suite 300, Garden City, New York 11530",New York,www.hcpacony.com,Mike Barrett,mbarrett@hcpipa.com,(516) 394-5626,Mike Barrett,mbarrett@hcpipa.com,(516) 394-5626
"SATBACHAN S. DHANJAL, M.D.","Healthcare Provider ACO, Inc.","501 Franklin Ave., Suite 300, Garden City, New York 11530",New York,www.hcpacony.com,Mike Barrett,mbarrett@hcpipa.com,(516) 394-5626,Mike Barrett,mbarrett@hcpipa.com,(516) 394-5626
"PIERRE A. BRUTUS, M.D.","Healthcare Provider ACO, Inc.","501 Franklin Ave., Suite 300, Garden City, New York 11530",New York,www.hcpacony.com,Mike Barrett,mbarrett@hcpipa.com,(516) 394-5626,Mike Barrett,mbarrett@hcpipa.com,(516) 394-5626
"WALFORD B. LINDO,MD, PC","Healthcare Provider ACO, Inc.","501 Franklin Ave., Suite 300, Garden City, New York 11530",New York,www.hcpacony.com,Mike Barrett,mbarrett@hcpipa.com,(516) 394-5626,Mike Barrett,mbarrett@hcpipa.com,(516) 394-5626
"RAMA B, RAJU, M.D.","Healthcare Provider ACO, Inc.","501 Franklin Ave., Suite 300, Garden City, New York 11530",New York,www.hcpacony.com,Mike Barrett,mbarrett@hcpipa.com,(516) 394-5626,Mike Barrett,mbarrett@hcpipa.com,(516) 394-5626
"STEVEN G. SELTER, M.D.","Healthcare Provider ACO, Inc.","501 Franklin Ave., Suite 300, Garden City, New York 11530",New York,www.hcpacony.com,Mike Barrett,mbarrett@hcpipa.com,(516) 394-5626,Mike Barrett,mbarrett@hcpipa.com,(516) 394-5626
Howard Grill Md And David Grill Md,"Healthcare Provider ACO, Inc.","501 Franklin Ave., Suite 300, Garden City, New York 11530",New York,www.hcpacony.com,Mike Barrett,mbarrett@hcpipa.com,(516) 394-5626,Mike Barrett,mbarrett@hcpipa.com,(516) 394-5626
"PETER A. GALVIN, M.D.","Healthcare Provider ACO, Inc.","501 Franklin Ave., Suite 300, Garden City, New York 11530",New York,www.hcpacony.com,Mike Barrett,mbarrett@hcpipa.com,(516) 394-5626,Mike Barrett,mbarrett@hcpipa.com,(516) 394-5626
"SRIRAM NAIDU, M.D.","Healthcare Provider ACO, Inc.","501 Franklin Ave., Suite 300, Garden City, New York 11530",New York,www.hcpacony.com,Mike Barrett,mbarrett@hcpipa.com,(516) 394-5626,Mike Barrett,mbarrett@hcpipa.com,(516) 394-5626
